sample_idx,target_smiles,step,token_id,token_text,entropy,varentropy
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,19,15,c,0.03711194545030594,0.19993074238300323
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,20,21,2,0.0010165751446038485,0.012657510116696358
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,21,15,c,0.002081706188619137,0.02222985029220581
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,22,15,c,0.0015297672944143414,0.016883330419659615
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,23,15,c,0.004071797709912062,0.03823081776499748
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,24,17,(,0.028818365186452866,0.15963898599147797
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,25,16,C,0.1662871241569519,0.6792251467704773
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,26,17,(,0.004222401417791843,0.03865370154380798
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,27,22,=,0.0024345049168914557,0.024211518466472626
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,28,19,O,0.0009319427190348506,0.011269539594650269
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,29,18,),0.0005640221061185002,0.007467267569154501
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,30,23,N,0.7140401005744934,0.22116729617118835
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,31,16,C,0.43473660945892334,0.8049108982086182
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,32,15,c,0.32610294222831726,0.9138845801353455
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,33,26,3,0.016077041625976562,0.1505432426929474
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,34,15,c,0.0014598980778828263,0.015486310236155987
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,35,15,c,0.0014531061751767993,0.015552770346403122
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,36,15,c,0.002796486020088196,0.0266062393784523
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,37,15,c,0.002085066167637706,0.020820142701268196
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,38,15,c,0.0012518304865807295,0.012884414754807949
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,39,26,3,0.0030929320491850376,0.02863107994198799
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,40,18,),0.0009647828410379589,0.012004606425762177
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,41,15,c,0.004187953658401966,0.03888523578643799
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,42,15,c,0.002330644754692912,0.02205086126923561
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,43,21,2,0.0032557272352278233,0.03239712119102478
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,44,18,),0.003381923772394657,0.03614817187190056
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,45,16,C,0.7159584164619446,0.17374905943870544
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,46,20,1,0.8308748602867126,1.5740361213684082
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,47,22,=,0.011239418759942055,0.09184499084949493
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,48,19,O,0.004227716475725174,0.04200737550854683
0,O=C1CN(S(=O)(=O)c2ccc(C(=O)O)cc2)C(=O)C(Cc2ccccc2)CN1,49,13,[SEP],0.0008897942025214434,0.010154468938708305
1,c1cc(-c2csnn2)ccc1OCC1CO1,0,15,c,1.0517292022705078,2.3274567127227783
1,c1cc(-c2csnn2)ccc1OCC1CO1,1,20,1,0.018643278628587723,0.15946516394615173
1,c1cc(-c2csnn2)ccc1OCC1CO1,2,15,c,0.17681428790092468,0.5082535147666931
1,c1cc(-c2csnn2)ccc1OCC1CO1,3,15,c,0.049126915633678436,0.2704751789569855
1,c1cc(-c2csnn2)ccc1OCC1CO1,4,15,c,0.6076583862304688,0.35773900151252747
1,c1cc(-c2csnn2)ccc1OCC1CO1,5,17,(,0.032516490668058395,0.16210949420928955
1,c1cc(-c2csnn2)ccc1OCC1CO1,6,31,-,0.5394025444984436,1.6122909784317017
1,c1cc(-c2csnn2)ccc1OCC1CO1,7,15,c,0.02272455021739006,0.15473008155822754
1,c1cc(-c2csnn2)ccc1OCC1CO1,8,21,2,0.004401026293635368,0.0473637618124485
1,c1cc(-c2csnn2)ccc1OCC1CO1,9,15,c,0.7369967699050903,0.2597026824951172
1,c1cc(-c2csnn2)ccc1OCC1CO1,10,25,n,0.7779085040092468,0.7781773805618286
1,c1cc(-c2csnn2)ccc1OCC1CO1,11,25,n,0.6859095692634583,0.9354344606399536
1,c1cc(-c2csnn2)ccc1OCC1CO1,12,42,s,0.04712119698524475,0.28971436619758606
1,c1cc(-c2csnn2)ccc1OCC1CO1,13,21,2,0.0014663657639175653,0.01781071349978447
1,c1cc(-c2csnn2)ccc1OCC1CO1,14,18,),0.0018212412251159549,0.021677300333976746
1,c1cc(-c2csnn2)ccc1OCC1CO1,15,15,c,0.004463838413357735,0.03721388429403305
1,c1cc(-c2csnn2)ccc1OCC1CO1,16,15,c,0.0265990998595953,0.1614888310432434
1,c1cc(-c2csnn2)ccc1OCC1CO1,17,20,1,0.002753708278760314,0.028624096885323524
1,c1cc(-c2csnn2)ccc1OCC1CO1,18,18,),0.7905532121658325,0.5927541851997375
1,c1cc(-c2csnn2)ccc1OCC1CO1,19,16,C,1.3196839094161987,1.915869951248169
1,c1cc(-c2csnn2)ccc1OCC1CO1,20,20,1,1.076190710067749,0.6050422191619873
1,c1cc(-c2csnn2)ccc1OCC1CO1,21,16,C,0.009547241032123566,0.08167561888694763
1,c1cc(-c2csnn2)ccc1OCC1CO1,22,19,O,0.003837709315121174,0.03702769801020622
1,c1cc(-c2csnn2)ccc1OCC1CO1,23,20,1,0.057532522827386856,0.27456045150756836
1,c1cc(-c2csnn2)ccc1OCC1CO1,24,13,[SEP],0.01771196909248829,0.12242215871810913
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,0,16,C,0.0013146382989361882,0.015247791074216366
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,1,19,O,0.0019609543960541487,0.02102690376341343
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,2,15,c,0.0032043347600847483,0.03169120103120804
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,3,20,1,0.0008104837615974247,0.009987648576498032
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,4,15,c,0.0007127740536816418,0.008776972070336342
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,5,15,c,0.0009053764515556395,0.010061686858534813
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,6,15,c,0.44469594955444336,0.40300068259239197
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,7,17,(,0.0678190141916275,0.26850685477256775
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,8,28,Cl,0.3402555584907532,1.0742732286453247
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,9,18,),0.000630935828667134,0.008155636489391327
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,10,15,c,0.0008577138651162386,0.009818334132432938
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,11,15,c,0.031146613880991936,0.15136155486106873
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,12,20,1,0.0007417724700644612,0.009616669267416
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,13,19,O,0.012568696402013302,0.10416189581155777
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,14,15,c,0.0014532627537846565,0.016118116676807404
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,15,20,1,0.0009390531340613961,0.011844823136925697
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,16,15,c,0.001089280704036355,0.011432609520852566
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,17,15,c,0.031031260266900063,0.15158610045909882
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,18,15,c,0.036588456481695175,0.17244483530521393
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,19,17,(,0.017145628109574318,0.11632757633924484
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,20,34,S,0.5017203092575073,0.6392723321914673
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,21,17,(,0.012656974606215954,0.10159758478403091
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,22,16,C,0.005413853097707033,0.05107850581407547
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,23,18,),0.0007320955628529191,0.009501462802290916
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,24,17,(,0.00280571635812521,0.028760826215147972
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,25,22,=,0.002373218070715666,0.02503521554172039
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,26,19,O,0.0018126057693734765,0.02006860263645649
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,27,18,),0.0005363374366424978,0.007226696237921715
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,28,22,=,0.002340552397072315,0.025470009073615074
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,29,19,O,0.010800061747431755,0.08953331410884857
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,30,18,),0.0005793292657472193,0.007701421156525612
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,31,15,c,0.04054717719554901,0.2017299234867096
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,32,15,c,0.1518179327249527,0.5760254263877869
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,33,20,1,0.001351280603557825,0.01618814840912819
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,34,28,Cl,0.9154537320137024,0.976335883140564
2,COc1ccc(Cl)cc1Oc1ccc(S(C)(=O)=O)cc1Cl,35,13,[SEP],0.08900409191846848,0.29955703020095825
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,0,16,C,0.0009942882461473346,0.011978885158896446
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,1,16,C,0.001642783754505217,0.01824832893908024
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,2,16,C,0.002657330362126231,0.02720135636627674
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,3,16,C,0.0015977645525708795,0.0174657441675663
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,4,16,C,0.0018463993910700083,0.019453320652246475
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,5,16,C,0.02290947735309601,0.14039279520511627
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,6,19,O,0.010416335426270962,0.07233642041683197
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,7,16,C,0.5128923654556274,0.3685612678527832
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,8,17,(,0.0007482069195248187,0.0090324180200696
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,9,22,=,0.016064412891864777,0.10338051617145538
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,10,19,O,0.0006966795772314072,0.00865873321890831
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,11,18,),0.0005421244422905147,0.007225283421576023
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,12,15,c,0.0012658548075705767,0.014572327956557274
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,13,20,1,0.000724678160622716,0.009115672670304775
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,14,15,c,0.001639636349864304,0.017970584332942963
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,15,15,c,0.009135071188211441,0.06464581191539764
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,16,17,(,0.0019755330868065357,0.020639706403017044
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,17,16,C,0.4896202087402344,0.6239804625511169
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,18,18,),0.0032783523201942444,0.03231881558895111
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,19,15,c,0.009447120130062103,0.07443875074386597
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,20,17,(,0.29803338646888733,0.5572823882102966
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,21,23,N,0.8905543088912964,0.4944246709346771
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,22,18,),0.0012575990986078978,0.01524882111698389
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,23,15,c,0.004197059664875269,0.037987787276506424
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,24,17,(,0.007876544259488583,0.06578640639781952
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,25,37,Br,0.010263842530548573,0.09639017283916473
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,26,18,),0.0005787742557004094,0.007714295294135809
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,27,15,c,0.0021929696667939425,0.022392170503735542
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,28,20,1,0.001962695037946105,0.02214616909623146
3,CCCCCCOC(=O)c1cc(Br)cc(C)c1N,29,13,[SEP],0.0013676683884114027,0.014400533400475979
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,0,16,C,0.0011586102191358805,0.01361375954002142
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,1,16,C,1.1208633184432983,1.1428108215332031
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,2,17,(,0.42234545946121216,0.923636794090271
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,3,16,C,0.19353874027729034,0.4880921542644501
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,4,18,),0.004252936225384474,0.041077833622694016
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,5,16,C,0.6316432952880859,0.374044269323349
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,6,16,C,0.40101513266563416,1.0542535781860352
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,7,16,C,1.1488276720046997,0.6863066554069519
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,8,17,(,1.0598013401031494,0.770159125328064
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,9,22,=,0.14203649759292603,0.5543650984764099
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,10,19,O,0.00331090297549963,0.030361950397491455
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,11,18,),0.000605426321271807,0.008004987612366676
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,12,23,N,0.001654290477745235,0.018862904980778694
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,13,16,C,0.226676344871521,0.7969138622283936
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,14,20,1,0.012225545942783356,0.09300019592046738
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,15,16,C,0.004970843438059092,0.0446314699947834
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,16,16,C,0.10745619982481003,0.422575443983078
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,17,23,N,0.49179521203041077,0.8646114468574524
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,18,17,(,0.045136019587516785,0.20940189063549042
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,19,16,C,0.0020588214974850416,0.022878430783748627
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,20,18,),0.0015720654046162963,0.018308419734239578
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,21,16,C,0.0023622566368430853,0.025290168821811676
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,22,20,1,0.0069266720674932,0.06275419890880585
4,C[C@@H]1CC[C@@H](NC(=O)CN(C)C)CC1,23,13,[SEP],0.008469429798424244,0.057457391172647476
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,0,16,C,0.0012680826475843787,0.014832178130745888
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,1,19,O,0.0026539808604866266,0.02716287411749363
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,2,15,c,0.0024496857076883316,0.025723382830619812
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,3,20,1,0.0008542676805518568,0.010646398179233074
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,4,15,c,0.0011408987920731306,0.011787512339651585
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,5,15,c,0.0007947897538542747,0.009001580998301506
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,6,15,c,0.003561908146366477,0.029518483206629753
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,7,17,(,0.002656875876709819,0.024121485650539398
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,8,16,C,0.0027391123585402966,0.028133545070886612
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,9,19,O,0.0067933364771306515,0.06089428439736366
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,10,18,),0.002406318439170718,0.02821331098675728
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,11,15,c,0.04527977481484413,0.19018453359603882
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,12,15,c,0.060871247202157974,0.23622649908065796
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,13,20,1,0.0008295325096696615,0.01076519675552845
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,14,34,S,0.012435799464583397,0.0984499379992485
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,15,17,(,0.002890020841732621,0.02881384640932083
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,16,22,=,0.01842871494591236,0.11625032126903534
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,17,19,O,0.0035868778359144926,0.03313571587204933
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,18,18,),0.0005862225661985576,0.007775386795401573
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,19,23,N,0.6521748304367065,0.9917617440223694
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,20,17,(,0.08172957599163055,0.45752131938934326
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,21,16,C,0.0034844421315938234,0.03644254431128502
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,22,18,),0.000815549457911402,0.01035511028021574
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,23,16,C,0.0026203820016235113,0.028782960027456284
5,COc1ccc(CO)cc1S(=O)(=O)N(C)C,24,13,[SEP],0.036698728799819946,0.18488523364067078
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,0,16,C,0.0016970407450571656,0.019288646057248116
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,1,19,O,0.03095100447535515,0.20576047897338867
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,2,15,c,0.022983785718679428,0.1599382609128952
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,3,20,1,0.0018937321146950126,0.020528048276901245
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,4,15,c,0.2894544303417206,0.587738573551178
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,5,25,n,0.34025508165359497,0.5614281892776489
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,6,15,c,0.0218720193952322,0.12911632657051086
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,7,15,c,0.18648022413253784,0.633824348449707
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,8,17,(,0.08504948019981384,0.33611851930618286
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,9,31,-,0.045942522585392,0.3119349479675293
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,10,15,c,0.007631626445800066,0.05388149991631508
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,11,21,2,0.004914813209325075,0.049978598952293396
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,12,15,c,0.8026553988456726,0.43661582469940186
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,13,15,c,0.35923251509666443,0.8876780271530151
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,14,15,c,0.6457095146179199,1.1461158990859985
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,15,15,c,0.7117112874984741,0.9844474792480469
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,16,17,(,0.8836581707000732,0.5225082635879517
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,17,34,S,0.9909173250198364,1.152135968208313
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,18,17,(,0.08118076622486115,0.35799747705459595
6,COc1cncc(-c2c(-c3cn[nH]c3)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,19,22,=,0.013673841953277588,0.0996679738163948
